Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region
LW-16825;Laurel Workman;Corporate;US;Phoenix;Arizona;85023;West
TN-21040;Tanja Norvell;Home Office;US;Phoenix;Arizona;85023;West
KT-16465;Kean Takahito;Consumer;US;Glendale;Arizona;85301;West
MZ-17335;Maria Zettner;Home Office;US;Phoenix;Arizona;85023;West
TB-21520;Tracy Blumstein;Consumer;US;Sierra Vista;Arizona;85635;West
LP-17095;Liz Preis;Consumer;US;Phoenix;Arizona;85023;West
AA-10375;Allen Armold;Consumer;US;Mesa;Arizona;85204;West
NZ-18565;Nick Zandusky;Home Office;US;Yuma;Arizona;85364;West
MS-17710;Maurice Satty;Consumer;US;Mesa;Arizona;85204;West
ES-14080;Erin Smith;Corporate;US;Tucson;Arizona;85705;West
LC-16930;Linda Cazamias;Corporate;US;Phoenix;Arizona;85023;West
KD-16615;Ken Dana;Corporate;US;Scottsdale;Arizona;85254;West
CC-12670;Craig Carreira;Consumer;US;Scottsdale;Arizona;85254;West
TW-21025;Tamara Willingham;Home Office;US;Scottsdale;Arizona;85254;West
JP-15460;Jennifer Patt;Corporate;US;Glendale;Arizona;85301;West
NP-18670;Nora Paige;Consumer;US;Phoenix;Arizona;85023;West
JA-15970;Joseph Airdo;Consumer;US;Phoenix;Arizona;85023;West
AJ-10780;Anthony Jacobs;Corporate;US;Scottsdale;Arizona;85254;West
SV-20935;Susan Vittorini;Consumer;US;Mesa;Arizona;85204;West
JL-15175;James Lanier;Home Office;US;Chandler;Arizona;85224;West
LH-16750;Larry Hughes;Consumer;US;Chandler;Arizona;85224;West
TW-21025;Tamara Willingham;Home Office;US;Mesa;Arizona;85204;West
EM-14140;Eugene Moren;Home Office;US;Glendale;Arizona;85301;West
KM-16375;Katherine Murray;Home Office;US;Gilbert;Arizona;85234;West
AJ-10945;Ashley Jarboe;Consumer;US;Chandler;Arizona;85224;West
NC-18535;Nick Crebassa;Corporate;US;Phoenix;Arizona;85023;West
DO-13435;Denny Ordway;Consumer;US;Mesa;Arizona;85204;West
AG-10330;Alex Grayson;Consumer;US;Mesa;Arizona;85204;West
DL-13495;Dionis Lloyd;Corporate;US;Chandler;Arizona;85224;West
CM-11815;Candace McMahon;Corporate;US;Phoenix;Arizona;85023;West
DB-13615;Doug Bickford;Consumer;US;Tucson;Arizona;85705;West
SV-20935;Susan Vittorini;Consumer;US;Peoria;Arizona;85345;West
AB-10105;Adrian Barton;Consumer;US;Phoenix;Arizona;85023;West
AI-10855;Arianne Irving;Consumer;US;Glendale;Arizona;85301;West
GH-14410;Gary Hansen;Home Office;US;Yuma;Arizona;85364;West
JF-15490;Jeremy Farry;Consumer;US;Tempe;Arizona;85281;West
HP-14815;Harold Pawlan;Home Office;US;Tucson;Arizona;85705;West
SF-20200;Sarah Foster;Consumer;US;Mesa;Arizona;85204;West
Dp-13240;Dean percer;Home Office;US;Phoenix;Arizona;85023;West
MV-17485;Mark Van Huff;Consumer;US;Mesa;Arizona;85204;West
AG-10900;Arthur Gainer;Consumer;US;Tucson;Arizona;85705;West
PB-19150;Philip Brown;Consumer;US;Phoenix;Arizona;85023;West
PC-19000;Pauline Chand;Home Office;US;Chandler;Arizona;85224;West
AC-10450;Amy Cox;Consumer;US;Avondale;Arizona;85323;West
MF-17665;Maureen Fritzler;Corporate;US;Phoenix;Arizona;85023;West
KM-16720;Kunst Miller;Consumer;US;Avondale;Arizona;85323;West
EB-13870;Emily Burns;Consumer;US;Phoenix;Arizona;85023;West
JM-15865;John Murray;Consumer;US;Phoenix;Arizona;85023;West
CA-12775;Cynthia Arntzen;Consumer;US;Mesa;Arizona;85204;West
JL-15850;John Lucas;Consumer;US;Mesa;Arizona;85204;West
EM-14095;Eudokia Martin;Corporate;US;Phoenix;Arizona;85023;West
TS-21085;Thais Sissman;Consumer;US;Phoenix;Arizona;85023;West
CM-12235;Chris McAfee;Consumer;US;Phoenix;Arizona;85023;West
EP-13915;Emily Phan;Consumer;US;Tempe;Arizona;85281;West
TS-21610;Troy Staebel;Consumer;US;Phoenix;Arizona;85023;West
FO-14305;Frank Olsen;Consumer;US;Glendale;Arizona;85301;West
ND-18370;Natalie DeCherney;Consumer;US;Glendale;Arizona;85301;West
BC-11125;Becky Castell;Home Office;US;Peoria;Arizona;85345;West
DJ-13510;Don Jones;Corporate;US;Tempe;Arizona;85281;West
TS-21370;Todd Sumrall;Corporate;US;Phoenix;Arizona;85023;West
ML-17410;Maris LaWare;Consumer;US;Phoenix;Arizona;85023;West
AB-10600;Ann Blume;Corporate;US;Tucson;Arizona;85705;West
